comment,date,page,timestamp(min),hour
됩니다. 드라마라서 그런건 당연하지만 그래도 엄연한 사회문제를 다루는 부분이(동네이름도 나왔을만큼) 분명히 존재하기 때문에 실제 근거로 말하자면 드라마방영당시의 여론반응을 조사해보니 이드라마를 이동네들의 현실로 이해한 베스트댓글이 대부분이기도 했었습니다. 다큐가 아니어도 좀 더 제작시대에 맞는 현실고증에 스토리개연성과 캐릭터들의 합리성을 갖춰서 했으면 좋았단 생각이 많이 듭니다. 물론 어쩔 수 없는 작가의 재량이었죠 그래서 이런 모든 경험을 토대로 다음엔 더 나은 작품 만들기 바래서 이런 글을 썼습니다. 뒤늦었지만 작가배우분들 수고하셨고 이런 과거작들을 토대로 앞으로 한국에도 남녀노소볼만한 좋은 드라마들이 나오면 좋겠습니다. 큰 기대는 안되지만 이렇게라도 더 바래봅니다.,2019-12-22 10:26:55,9,464283.48333333334,2019-12-22 10:2
진짜 필요한 건 옳은 소리를 인격적으로 풀어내면서 같이 옆에서 걸어줄 인생입니다. 그러나 이것은 남에게(가족에게도) 강요할 수 있는 사항이 아닙니다. 그나마 부모는(선생도 조금은) 기본적인 정도는 요구할 논리적입장이 있죠. 여러 사람이 이 드라마를 재밌다고 한 것 역시 이 드라마는 거의 개연성과 논리는 갖추고 있지 않은 데도 우리가 알던 사회문제를 가지고 극단적연출과 전개로 계속 감정호소만 하기 때문입니다. 저는 도곡동에 살고 드라마나오던 대치동도 자주 다녔고 이쪽에서 그래도 거의 20년간 많은 것을 보고 듣고 겪었습니다. 결국 드라마가 헛점투성이인건 연기자들의 연기가 문제가 아니고 대본쓴 사람의 능력한계와 문제 일텐데요. 삭막한 입시경쟁은 맞지만 분위기는 현실은 상관이 없을 만큼 거리가 멀어서 갸우뚱하게,2019-12-22 10:18:26,9,464275.0,2019-12-22 10:1
안녕하세요. 저는 이제20살이되는 아이큐180에 수능은 물론 1등급이고 현재는 개인적으로 역사정치경제철학종교문학 그리고 한국사회와 대중문화에 특별히 관심이 많은 사람입니다. 드라마추천받아서 중간정도 보고 있는데 처음 컨셉과 주제는 그럴듯하게 잡았는데 등장인물이 멍청한 사람뿐이라 답답하네요. 이태란 염정아 오나라 윤세아 다 작위적일 정도로 멍청하고 그남편캐릭터들도 멍청하고 그자식들도 멍청합니다.(그나마 차교수밑에 큰아들이 말이 적어서 그런지 멀쩡해보임) 그리고 옳은척 피해자인척 나오는 혜나나 그 어미도 하는 짓이 앞뒤가 안맞고 비합리적이며 멍청합니다. 참고로 이 사회와 인간 에겐 그럴싸한 소리가 필요한 게 아닙니다. 그럴싸한 소리도 다 옳지는 않습니다. 그리고 설령 옳은 소리라도 사회와 인간은 바꾸진 못합니다,2019-12-22 10:03:54,9,464260.4666666667,2019-12-22 10:0
이런 드라마 또 안나오나,2019-12-21 11:25:27,9,462902.01666666666,2019-12-21 11:2
어제 티비에서 재방송 하던데 어떤 드라만지 궁금해서 봤더니 할일도 못하고 계속 봤네요 음.. 연출자가 머리가 좋은거 같아요 계속 보게 만드는 포인트를 자꾸 만들대요 ㅋㅋ,2019-12-15 15:23:26,10,454500.0,2019-12-15 15:2
이걸 왜 지금 정주행하는지... 근데 이게 벌써 1년전꺼라니... 시간 참 빠르네,2019-12-15 13:15:10,10,454371.73333333334,2019-12-15 13:1
작년에 회자될 때는 과장이고 허황된 이야기 같았는데 조국사태 겪어보니 이런 세계가 있었구나.,2019-12-15 02:30:18,10,453726.86666666664,2019-12-15 02:3
나 이거 이제야 봤는데.. 1년 전에는 뒷부분만 보고 영재 부모가 잘못한 건줄 알았는데... 영재네 가정부.... 어린 애를 완전 유혹한 거네. 그리고 미성년자인 자기 자식이 가정부랑 뒤엉켜있으면 누구나 다 눈 뒤집아지지 않나?,2019-12-15 02:26:16,10,453722.8333333333,2019-12-15 02:2
이게확 아갈머리를 찢어버릴까,2019-12-15 00:58:35,10,453635.15,2019-12-15 00:5
드라마큐브 재방송 지금4회보는데 엄청재밌네,2019-12-14 16:45:12,10,453141.76666666666,2019-12-14 16:4
다시봐도 이태란 역할 캐릭터 좀 이상하게  잡은듯~,2019-12-14 16:31:30,10,453128.06666666665,2019-12-14 16:3
스카이캐슬 다시하는군,2019-12-14 16:07:44,10,453104.3,2019-12-14 16:0
이게 다 가을이때무니다,2019-12-14 15:02:00,10,453038.56666666665,2019-12-14 15:0
헐 이게 1년 됐다고?? 빠르다...,2019-12-14 14:25:41,10,453002.25,2019-12-14 14:2
진짜 대단한 작품인데 동시에 대한민국 교욱 뒷배경이 얼마나  드러운지 어느정도 암시해준 작품이지...출연진 캐스팅비로만 봐도 제작비 거덜났겠다 ㄷㄷ 시즌2 도 언젠가 기다려봄..,2019-12-14 14:17:43,10,452994.2833333333,2019-12-14 14:1
"김혜수: kbs(2), mbc 대상 보유 / 고현정: sbs, mbc 대상 보유 / 김남주: kbs, mbc 대상 보유 / 장서희: sbs, mbc 대상 수상 / 김선아: sbs, mbc 대상 수상 / 하지원: kbs, mbc 대상 수상 / 김희선, 심은하, 김정은, 전도연, 문근영, 이보영, 전지현: sbs대상 / 송혜교: kbs대상 / 김지수, 이영애, 한효주, 이유리: mbc대상 -----------‐-------------‐-------------‐-------------‐--------- 70년생 이하 여자 대상 수상자",2019-12-11 06:24:36,10,448201.1666666667,2019-12-11 06:2
"김명민: kbs(2), mbc 대상 보유 / 이병헌: sbs, kbs 대상 수상 / 지성: sbs, mbc 대상 보유 / 송일국, 배용준, 송승헌, 조승우, 이종석, 소지섭: mbc대상 / 장혁, 신하균, 송중기, 김수현: kbs대상 / 안재모, 주원, 감우성: sbs대상 = 70년생 이하 남자 대상 수상자 🏆🏆🏆트리플 크라운 근접자 현황: 김명민(S), 이병헌(M), 지성(K), 김혜수(S), 고현정(K), 김남주(S), 장서희(K), 김선아(K), 하지원(S)",2019-12-11 06:24:30,10,448201.06666666665,2019-12-11 06:2
입시 시즌이라 와봤는데 벌써 1년이 지났네..,2019-12-10 10:37:39,10,447014.2166666667,2019-12-10 10:3
진짜 오랜만이다,2019-12-08 13:28:06,10,444304.6666666667,2019-12-08 13:2
진짜 뭔가를 생각하게 만든 흥미로운 드라마네,2019-11-30 21:42:14,10,433278.8,2019-11-30 21:4
이수임 캐릭터는 정말 정말 이해할 수가 없다  전혀 선핸 행동이라고 느껴지지도 않고 공감되지도 않는데 본인 가치관만이 옳은 일인 양 다른 사람들 성향을 싸그리 무시해버리네,2019-11-30 19:56:09,10,433172.7166666667,2019-11-30 19:5
시간빠르네 스카이캐슬 벌써 1년,2019-11-28 21:50:00,10,430406.56666666665,2019-11-28 21:5
1년이라니..,2019-11-23 01:50:12,10,422006.76666666666,2019-11-23 01:5
와 ㅁㅊ,2019-11-23 01:50:06,10,422006.6666666667,2019-11-23 01:5
이거 벌써 일년됨,2019-11-23 00:34:00,11,421930.56666666665,2019-11-23 00:3
이게 잼나요 델루나가 잼나요,2019-11-22 21:37:24,11,421753.9666666667,2019-11-22 21:3
ㄷㄷ,2019-11-21 18:46:43,11,420143.2833333333,2019-11-21 18:4
ㅎㅇ올만ㅋㅋ,2019-11-21 02:26:11,11,419162.75,2019-11-21 02:2
도치아빠 정신또라이인가...;;;;,2019-11-09 01:54:52,11,401851.43333333335,2019-11-09 01:5
저 3일간 다시보기로 다봤는데 봐도봐도 재밌어요!!!!,2019-11-05 04:16:14,11,396232.8,2019-11-05 04:1
2틀간정주행 할줄몰랐네 중반쯤가면 다음회가 궁금해서 않볼수가없네 ㅋ,2019-10-30 07:22:26,11,387779.0,2019-10-30 07:2
저 스카이캐슬역주행해서 오늘다봤는데요 마지막장면에 김주영이 막 살벌한눈빛발사하면서 끝나는데 혹시 시즌2도나오나요?,2019-10-28 19:55:09,11,385651.7166666667,2019-10-28 19:5
ㅎ,2019-10-26 22:21:15,11,382917.81666666665,2019-10-26 22:2
너무재밌음ㅎ염정아님이랑 모두 연기 너무잘해요  대박 ㅎ,2019-10-23 21:51:46,11,378568.3333333333,2019-10-23 21:5
이것도 자살임데 주말드라마 사풀인풀이랑 차원이 다름,2019-10-22 18:18:41,11,376915.25,2019-10-22 18:1
2 나와도 마지막에 망치지,2019-10-22 18:17:35,11,376914.15,2019-10-22 18:1
피라미드 얘기 노공감,2019-10-22 18:17:00,11,376913.56666666665,2019-10-22 18:1
피라미드만 없었으면,2019-10-22 18:16:42,11,376913.26666666666,2019-10-22 18:1
.,2019-10-22 17:13:37,11,376850.18333333335,2019-10-22 17:1
.,2019-10-19 14:10:56,11,372347.5,2019-10-19 14:1
"나뿐닉스에서 정주행중  아이패드로 보는데,  극중 '세리야' 그러니. 시리가 '네?' 그럼 ㅎㅎ 계속보게되는 드라마 처음.",2019-10-14 03:14:48,11,364491.36666666664,2019-10-14 03:1
예서 이번에 신작 하고 있어요 M본사에서 주연으로 나옵니다 드라마 어쩌다 발견한 하루 여주에요 다들 많이 봐주세요ㅠ,2019-10-10 16:08:38,11,359505.2,2019-10-10 16:0
엥 ㅇ혜나 한테 이제 빠졌는데 갑자기 죽어버림..,2019-10-09 19:22:55,11,358259.48333333334,2019-10-09 19:2
"난 왜 이걸 지금 정주행 했을까 ,, 당분간 스카이캐슬 늪에 빠져서 나오지 못할 것 같아 ,,진짜 모든 캐릭터 다 사랑합니다 ,,이렇게 연기를 잘하시니 안사랑할수가",2019-10-04 22:30:19,11,351246.88333333336,2019-10-04 22:3
위올라잇~,2019-10-04 15:46:05,12,350842.65,2019-10-04 15:4
와 1백만 이네 대단하다!,2019-10-01 18:50:13,12,346706.7833333333,2019-10-01 18:5
예서도 들마 찍자,2019-10-01 16:21:36,12,346558.1666666667,2019-10-01 16:2
예서는 왜 안보이지?  서준이도 안 보이고. 세리 기준이 해나 영재는 타 들마에서 봤는데,2019-10-01 16:21:09,12,346557.7166666667,2019-10-01 16:2
강준상에미짜증,2019-09-29 18:03:00,12,343779.56666666665,2019-09-29 18:0
우양우빌빌대는강준상따가리야 정신차려ㅠ 우주함부로의심노우,2019-09-29 18:02:43,12,343779.2833333333,2019-09-29 18:0
예서할망구미향털뽀ㅃ자,2019-09-29 18:01:58,12,343778.5333333333,2019-09-29 18:0
예서할망구 머리털 다뽀ㅃ아버릴꺼야,2019-09-29 18:00:52,12,343777.43333333335,2019-09-29 18:0
강준상털 다뽀ㅃ아버릴거야,2019-09-29 17:58:13,12,343774.7833333333,2019-09-29 17:5
다시보기로,2019-09-29 17:55:34,12,343772.13333333336,2019-09-29 17:5
스캐16회보고있음 강준상곽미향짜증,2019-09-29 17:55:27,12,343772.01666666666,2019-09-29 17:5
엔딩을 날라먹음,2019-09-27 19:22:16,12,340978.8333333333,2019-09-27 19:2
교수는 첨에 포스있었는대 왜 나중엔,2019-09-27 19:21:34,12,340978.13333333336,2019-09-27 19:2
이건 의학 드라마인지 뭔지,2019-09-27 19:21:10,12,340977.73333333334,2019-09-27 19:2
피라미드 애비 내쫓은거 슬프기도 하구 웃김,2019-09-27 19:20:43,12,340977.2833333333,2019-09-27 19:2
이제보니 정말 막장이노... 혜나만 제일 불쌍하네 내가 혜나 입장이였으면 어땠을까... 노콘준상이 혜나가 자기 딸이란 걸 빨리 알아차렸으면 안죽었을텐데ㅠ 곽미향이랑 예서 진짜 나쁨 ㅡㅡ. 그래도 자기 딸인 거 알았으면 뒤에서라도 조금씩 도와줬을텐데,2019-09-27 05:11:40,12,340128.23333333334,2019-09-27 05:1
정주행중,2019-09-26 21:45:03,12,339681.61666666664,2019-09-26 21:4
아놔 정주행하고잇는데 예서 찡찡거릴때 너무 정신 사납다ㅠ,2019-09-21 18:35:28,12,332292.0333333333,2019-09-21 18:3
시즌 2 가여!!,2019-09-15 01:20:34,12,322617.13333333336,2019-09-15 01:2
스카이 캐슬... 이제서야 봤는데.. 너무 재밌네요. 한드는 챙겨보지 않는데...  꼭 챙겨 봐야 한다고 하드라고요.  울컥울컥하며 봤네요. 그리고... 예빈이.. 넘 귀여워요. 그닥 예쁜 얼굴도 아닌데... 왜 자꾸 생각나지?ㅎㅎ,2019-09-14 15:19:42,12,322016.26666666666,2019-09-14 15:1
"케이블 드라마 최고 명드 라인업 원탑 케이블 시청률 원탑 : 스카이캐슬 , 작품성 원탑 : 비밀의 숲 따라올테면 따라와봐라",2019-09-09 08:38:23,13,314414.95,2019-09-09 08:3
솔직히 피라미드얘기 노잼,2019-09-08 12:00:37,13,313177.18333333335,2019-09-08 12:0
조카이캐슬ㅠㅠ,2019-09-07 16:32:04,13,312008.63333333336,2019-09-07 16:3
밑에 도치 지 소개하노,2019-09-07 16:31:57,13,312008.51666666666,2019-09-07 16:3
박유나 이쁘다,2019-09-07 01:55:56,13,311132.5,2019-09-07 01:5
스카이캐슬 쓰앵님만 김서형배우님으로 나오는 걸로 하고 다른배우들로 시즌2했으면 좋겠다,2019-09-04 22:36:24,13,308052.9666666667,2019-09-04 22:3
보고,2019-09-02 22:55:14,13,305191.8,2019-09-02 22:5
굿,2019-09-02 22:55:09,13,305191.7166666667,2019-09-02 22:5
정말 재밌게 봤던 드라마♡,2019-08-26 01:53:26,13,293850.0,2019-08-26 01:5
그냥 조국 이야기 . 조카이 캐슬,2019-08-25 18:54:00,13,293430.56666666665,2019-08-25 18:5
이거 재밋나요? 아직못봤는데,2019-08-25 17:08:54,13,293325.4666666667,2019-08-25 17:0
조국  주연인가요? 다시봐야겠네.,2019-08-23 22:42:40,13,290779.23333333334,2019-08-23 22:4
조카이캐슬,2019-08-23 21:27:36,13,290704.1666666667,2019-08-23 21:2
이런류의 드라마 절대 안보는데 꼭 봐야겠습니다,2019-08-22 19:39:16,13,289155.8333333333,2019-08-22 19:3
아령하세여~,2019-08-17 12:53:48,13,281550.36666666664,2019-08-17 12:5
지금 스카이캐슬 다시보기로 보고있어요!!!,2019-08-15 05:32:47,13,278229.35,2019-08-15 05:3
스캐2로 승혜랑 차민혁 연애이야기 나왔으면 좋겠다..가부장적집안에서 숨막히는 상황에서 다른 남자랑 결혼하면서 도망치려고 하던 노승혜랑 차민혁은 출세를위해서 장군딸  계획세워서 꼬시는거.. 거기서 찐사랑 싹텄다는게 막 궁금,2019-08-14 12:39:03,13,277215.61666666664,2019-08-14 12:3
하... 그립다,2019-08-13 21:48:47,13,276325.35,2019-08-13 21:4
스캐 2나오자,2019-08-12 20:31:58,13,274808.5333333333,2019-08-12 20:3
크,2019-08-08 02:03:00,13,267939.56666666665,2019-08-08 02:0
스캐 2 꼭 나오면 좋을 것 같아요,2019-08-04 20:20:35,14,263277.15,2019-08-04 20:2
공지 사항 ㅡ  이 시간 이후로  댓글 작성 금지입니다   위반시  벌금  10  만원 ㅡㅡㅡㅡㅡㅡ,2019-08-04 16:11:53,14,263028.45,2019-08-04 16:1
헐  아직도 여기와서 댓글 쓰는 사람이  있네  너희들  실업자  백수들이냐  나가서 일 좀 해라   ㅡㅡㅡ,2019-08-04 16:10:25,14,263026.98333333334,2019-08-04 16:1
올 해  젤  재밌게 본 드라마몰입도 최고,2019-08-03 23:07:10,14,262003.73333333334,2019-08-03 23:0
스케2,2019-08-03 23:06:29,14,262003.05,2019-08-03 23:0
다시 보는 중~ 김서형씨 연기 압권,2019-08-03 22:32:05,14,261968.65,2019-08-03 22:3
SKY캐슬 시즌2도 나왔으면 좋겠네요..!,2019-08-01 18:12:40,14,258829.23333333334,2019-08-01 18:1
"너무 어설픈 부분도 많고  유명해서 정주행 했더니 재미가 없고 시간을 허비한 느낌,,, 등장인물들은 정신이 막 왔다갔다하는가,,, 개인적인 의견.",2019-07-31 13:12:27,14,257089.01666666666,2019-07-31 13:1
아닠ㅋㅋ세리 온다 그럴때 차민혁 먼데 기엽냐ㅋㅋㅋㅋㅋㅋㅋ,2019-07-31 13:11:49,14,257088.38333333333,2019-07-31 13:1
피라미드만 봐도 토나오던대,2019-07-30 06:13:51,14,255230.41666666666,2019-07-30 06:1
이런 드라마는 없지 이제,2019-07-30 06:13:26,14,255230.0,2019-07-30 06:1
엔딩이 넘 별로여서 끝나고 여운오래못간타입...지금생각해보면 그렇게재밌었나?싶기도..,2019-07-28 05:07:32,14,252284.1,2019-07-28 05:0
20화 마지막에 빨간 후드티입은 사람얼굴을 왜 이제봤지,2019-07-26 16:03:33,14,250060.11666666667,2019-07-26 16:0
님들 죄송합니다 예전 드라마 게시판도 없고 해서 이곳에 글 쓸까 합니다 / 유현미 작가님  드라마 각시탈 시즌 2 해주면 안되니요? 원작이 만화지만 너무 재미있게 봐서  드리는 말씀입니다  제발 각시탈 시즌2  만들어주세요,2019-07-25 23:28:04,14,249064.63333333333,2019-07-25 23:2
맞아 엔딩이 너무 기대에 못미치는 작품이었죠갑분천사들ㅋㅋㅋㅋ 엔딩아쉬운거빼곤 역대급이었스,2019-07-20 04:43:24,14,240739.96666666667,2019-07-20 04:4
오늘 결방인가요?,2019-07-18 09:59:52,14,238176.43333333332,2019-07-18 09:5
1화만 봤는데 결말까지 봐버린 느낌,2019-07-15 00:21:19,14,233277.88333333333,2019-07-15 00:2
아직도토크가살아있군요,2019-07-14 22:14:11,14,233150.75,2019-07-14 22:1
다시 정주행 하기 시작했는데요.. 진짜 한화 한화마다 진짜 내용이 꽉찬것 같아요. 연출도 영화같은 묵직함이 있고요. 늦었지만 감독과 작가님 칭찬해요ㅡ,2019-07-14 03:43:00,14,232039.56666666668,2019-07-14 03:4
올해의 최고의 드라마,2019-07-12 08:21:58,14,229438.53333333333,2019-07-12 08:2
김셔형 배우님이 마지막에 웃으면서 끝났으니까 또 뭐가 있다는소리같은데..2나오나?? 나왔으면 좋겠네,2019-07-11 15:47:31,15,228444.08333333334,2019-07-11 15:4
인기많은드라마였는데도 못봤다가.. 요즘에 보게됨 .. 우리부모님이 저정도까지인지는 모르겠지만.. 공부공부공부.. ㅋㅋ공감이되네...,2019-07-08 21:44:44,15,224481.3,2019-07-08 21:4
다시봐도 재미있자너 ㅠ,2019-07-07 21:06:49,15,223003.38333333333,2019-07-07 21:0
고유정이 이걸 보고 카레에...ㄷㄷㄷ,2019-07-07 19:58:12,15,222934.76666666666,2019-07-07 19:5
다 좋은데 마무리가 급반전이라 적응안됨 좀 어이없음,2019-07-02 13:55:56,15,215372.5,2019-07-02 13:5
두아들을 둔 엄마입니다..아직 유아동이라서 교육에 대한 깊은 공감은 못하지만배우들의 탄탄한 연기와 시나리오에 깊은 감명을 받았습니다얼마나 웃고ㆍ울었는지 아직도 여운이 가시질않네요.. 연기구멍없이 다들 연기를 잘하시지만 김주영쌤 연기가 단연 압권이네요 정말 싸패같아요ㅜ 저에게 최고의 드라마입니다^^ 명작을 만들어주셔서 감사합니다♡,2019-07-02 00:54:34,15,214591.13333333333,2019-07-02 00:5
.,2019-06-24 21:52:58,15,204329.53333333333,2019-06-24 21:5
캐스팅도 찰떡같이 맞고 스토리도 탄탄..연기 쩔고....너무 너무 잼있다...이제야 보고있다....,2019-06-21 23:36:56,15,200113.5,2019-06-21 23:3
쩐다....이제야 보고있는데 멈출수가 없어서 하루에 4회이상씩 보고있다...시나리오도 연기도 대박....반전도 쩔고...,2019-06-21 23:35:35,15,200112.15,2019-06-21 23:3
시청률 그래프 보니 최저점에서 진짜 한 회 한 회 고르게 상승해서 최고점을 찍었구나 멋있다.,2019-06-21 22:31:26,15,200048.0,2019-06-21 22:3
명작,2019-06-21 10:37:12,15,199333.76666666666,2019-06-21 10:3
이게 재밌다고?...,2019-06-20 14:57:58,15,198154.53333333333,2019-06-20 14:5
