comment,hour,pos,neg
햐아 ㅜㅜ,2019-02-06 01:0,0,0
근데 저도 이기적인게,2019-02-06 01:0,0,0
네 너무많았어요,2019-02-06 01:0,0,0
곽미향 맘충이들이 많아요?,2019-02-06 01:0,0,0
제발 조금이라도 라고 생각해서요,2019-02-06 01:0,0,0
진짜 소름돋아서 여기 지박령되버림 ㅠㅠ,2019-02-06 01:0,0,1
떡밥 많았는데 아대본유출땜시ㅡㅡ 아깝,2019-02-06 01:0,0,1
자 이거 보면서 여기 톡방 첨 왔는데 ㅠㅠ 곽미향 맘충이들이 너무 많은거보고... ㅠㅠ,2019-02-06 01:0,0,0
돼갈할래요,2019-02-06 01:0,0,0
전 예빈이빠라서,2019-02-06 01:0,0,0
다음에선가 막방 설문조사했는데 70프로가 마음에 안든다고 했대요,2019-02-06 01:0,0,0
저는 드라마 시작부터 맘충이라고 정의를 했지만 이런결말이라면 휴.....,2019-02-06 00:5,0,0
역겨워요,2019-02-06 00:5,0,0
솔찍히 토나와서 재방은 못보겠어요 이런 표현까진 안하려했는데 지슈인드분이 말씀하셔서,2019-02-06 00:5,0,0
대부분 네티즌들은 다결말 엉망이라규 하지 않나요  ? ㅠㅠㅠ,2019-02-06 00:5,0,0
헉ㅜㅜ,2019-02-06 00:5,0,0
토나와..,2019-02-06 00:5,0,0
jiyu님 저두 보면서 내가 뭘보나 했음요 똑같은 생각,2019-02-06 00:5,0,0
님은요?,2019-02-06 00:5,0,0
호두멍멍 닉네임 ㅋ ㅋ,2019-02-06 00:5,0,0
이수임 좋던데,2019-02-06 00:5,0,0
선율님이오🤗,2019-02-06 00:5,0,0
뭐야 이분 왜이래 🤗,2019-02-06 00:5,0,0
막화는그냥 요약: 해피엔딩이에요 ^^ 저희다 행복해요,2019-02-06 00:5,1,1
그런거같네요,2019-02-06 00:5,0,0
보면서 내가 뭘보나 했음 ㅠㅠ,2019-02-06 00:5,0,0
막화는 그낭 없는셈 쳐야해요 ㅠㅠ,2019-02-06 00:5,0,1
헉 저도 인정이요ㅠㅠ,2019-02-06 00:5,0,0
이성적지능이 높은데도 지독히 이기적인 모정의소유자 물불안가리고 내새끼부터살리고보는 아갈미향 양심은있으나 손익계산이 우선인 엄마  그나마 금수저 영재엄마죽음엔 변화되지않다가 해나로 개과천선을 위로하라는건지 참 씁쓸함 ㅠㅠ,2019-02-06 00:5,0,2
선율/ 닉네임 선율은 무슨 뜻이에요 궁금하네요,2019-02-06 00:5,0,0
그거말곤 님이랑 아무 일면식도 없는데 왜 그러죠 나한테,2019-02-06 00:5,0,0
갠적으로,2019-02-06 00:5,0,0
전 진짜,2019-02-06 00:5,0,0
맞,2019-02-06 00:4,0,0
헐 ...저격아님,2019-02-06 00:4,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋ 맙음,2019-02-06 00:4,0,0
결말은 돼지갈비 먹을건지 파스타 먹을건지임,2019-02-06 00:4,0,0
아 그거때문에 저 저격하신거임?,2019-02-06 00:4,0,0
마지막회 너무 실망스러워서 앞의 거 재방도 못 보겠음 그 마지막이 생각나서 긴장감이 확 떨어짐 작가 만나서 물어보고 싶다 대국민 청문회 자리를 만들어야,2019-02-06 00:4,0,1
양쪽입장이 항상 이해가서 더 마음아팠어요,2019-02-06 00:4,0,0
엔딩장인이 드라마엔딩은ㅋㅋㅋㅋㅋ개망이네대본유출돼서 어쩔수 없었는듯,2019-02-06 00:4,0,0
수요가 있어서 공급이 있는거같아요?아니면 공급이 있어서 수요가 있는거같아요?,2019-02-06 00:4,0,0
내가 누구랑 대화를 한건지;;,2019-02-06 00:4,0,0
서프라이즈 하러왔겠어요?;,2019-02-06 00:4,0,0
뭔가 정체성이요,2019-02-06 00:4,0,0
왜요?,2019-02-06 00:4,0,0
듣다보니 선율님 쫌이상하네요,2019-02-06 00:4,0,0
결말은 돼지갈비임?,2019-02-06 00:4,0,0
ㅋㅋㅋㅋㅋㅋㅋ,2019-02-06 00:4,0,0
수요가 있으니 공급도 있는거란말 틀린말은 아닌것같아요,2019-02-06 00:4,0,0
전부 하늘 보내버렸어야했는데,2019-02-06 00:4,0,0
선율님은 간에 붙었다 쓸개에 붙었다 하나봄^^,2019-02-06 00:4,1,0
민자영이 솔직히 현실에선 젤 현실적임,2019-02-06 00:4,0,0
스카이 캐슬  스카이캔슬 로   대미를  장식하다. 하하호호 ㅋ ㅋ ㅋ ㅋ,2019-02-06 00:4,0,0
ㅇㅇ그런거같음 너무 자기 속익만 챙기는거같음 자기자식한텐 죄다 갖다받치면서 남 자식은 신경도 안쓰는거같음ㅋㅋ;;;,2019-02-06 00:4,0,0
좀더 정확힌 금수저는 악행을 끝까지밀고가지만않으면 바로직전 턴해도 광명을찾을수있다는 교훈 ㅋ ㅋ,2019-02-06 00:4,1,0
뭐지? ㅋㅋㅋㅋ,2019-02-06 00:3,0,0
곽미향은  걍  예서이익때문에 잠시  착한척중. 수임이한테도 필요할때 붙고   우주가   억울한죄 뒤집어 써도 모른척했어요.예서가  미치거나 자살할까봐   자수하고는   착한척  깨달은듯   보이지만   본성 안바뀌죠.  언제나  자신의 이익만을 위해 움직이는  여잔데,2019-02-06 00:3,4,2
한서진이 주인공이라고 해피엔딩은,2019-02-06 00:3,0,0
그치않나욤??내가 볼땐 젤 강잔데,2019-02-06 00:3,0,0
뱁새 가랭이가 왜 찢어지는지 모르나봄 ㅎㅎ,2019-02-06 00:3,1,0
아 저분 제일 높은곳에 계시나봄 ㅎㅎ,2019-02-06 00:3,2,0
스캐에서 주인공이 한서진이라고했는데ㅋㅋ 주인공이 죽어버리면 더 꿀잼이긴했겠다,2019-02-06 00:3,0,0
결국 엔딩 정리하면흙수저인 혜나는 죽고금수저중 극소수는 회개했으며스카이캐슬은 계속 지속된다,2019-02-06 00:3,1,0
곽미향은 가진게 많아서 두려웠을지도 얀타까운 여자네 떨어진다면 가장높은곳에서 떨어진다고 볼수있잖음,2019-02-06 00:3,1,0
뭐야 ㅋㅋㅋㅋㅋㅋ,2019-02-06 00:3,0,0
걍 애초에 곽미향을 정리해버리는게 맞았던건가,2019-02-06 00:3,0,1
선율 저사람인디 ㅋㅋㅋㅋ,2019-02-06 00:3,0,0
김주영이 마지막에 등장하면서 니들이 발버둥 쳐도 입시는 계속될것이다,2019-02-06 00:3,0,0
단체개과천선  진짜  개콘이죠.곽ㅁㅣ향이  뉘우친걸까요? 별로 진정성이  안느껴지네요.ㅋ,2019-02-06 00:3,0,0
근데 스캐주제가,2019-02-06 00:3,0,0
모징?,2019-02-06 00:3,0,0
SF9에서 인물론 1위인듯,2019-02-06 00:3,0,0
저희 톡엔 있는데요 ㅎ,2019-02-06 00:3,0,0
넵 모르쇠 부분부터 없어졌어요,2019-02-06 00:3,0,0
근데 한편으론 김주영이 해나가 죽을걸 예상했을지 케이처럼 만들의도는 아니였을까싶기도함 목적은 예서를 건드리지못하게하고 본인뜻울이루는거니 ..ㅠ,2019-02-06 00:3,0,1
현실적으로 저렇게 뉘우치는 사람 극히 없다고 봐요,2019-02-06 00:3,0,0
드라마처럼 해피엔딩인 현실이면 얼마나좋을까,2019-02-06 00:3,0,0
곽미향,2019-02-06 00:3,0,0
어설픈곽밀향이 많아서 그래요 ㅋㅋ,2019-02-06 00:3,0,1
jiyu/ 톡 지워져요?,2019-02-06 00:3,0,0
현실적으로 저렇게 뉘우치는사람이있을까,2019-02-06 00:3,0,0
나 도라이로 만들고픈가봐,2019-02-06 00:2,0,0
어머 왜 톡 지우냐 뭐냐,2019-02-06 00:2,0,0
현실이  있는자들은 죄짓고도 잘사니까,2019-02-06 00:2,0,1
momo.ㅋ ㅋ ㅋ,2019-02-06 00:2,0,0
아무리 생각해도 곽미향처럼은 안할거 같아서요^^,2019-02-06 00:2,1,0
뭘 모르쇠요? ㅎㅎ,2019-02-06 00:2,1,0
momo/ ㅋ,2019-02-06 00:2,0,0
작가님 ㅡ아몰랑 무조건 해피앤딩 할꺼야,2019-02-06 00:2,0,0
실제론 현실적으로 다들 모르쇠했읉ㅅ,2019-02-06 00:2,0,0
오히려 너무도 현실적인 뭐같은 결말일까요,2019-02-06 00:2,0,0
아몰랑,2019-02-06 00:2,0,0
스카이캐슬 주제: 공부가 제일 우스웠어요. 그니까 때려칩시다.,2019-02-06 00:2,0,1
ㅋㅋㅋㅋㅋㅋ,2019-02-06 00:2,0,0
실제론 저런 결말이 없을텐데요,2019-02-06 00:2,0,0
ㅇㅇ그런거같음,2019-02-06 00:2,0,0
결말은  저두 곽미향이 죄값받기를 바랬는데.너무도  현실적인 개같은 결말에  개콘같은 스토리와  연출  ㅋ ㅋ ㅋ,2019-02-06 00:2,0,0
깡이 없었네 이수임이,2019-02-06 00:2,0,0
실제론 저런결말이없을텐데,2019-02-06 00:2,0,0
비하인드 끝?,2019-02-06 00:2,0,0
뭐라하는지 일부 맘충이들은 진짜 알아야 할듯,2019-02-06 00:2,0,0
왜 스캐 팬들이 결말가지고,2019-02-06 00:2,0,0
내말이 결말은 판타지고,2019-02-06 00:2,0,0
사람은 고쳐쓰는게 아니라고 했는데,2019-02-06 00:2,1,0
새드로 갔어야 함,2019-02-06 00:2,0,0
예빈이 애초에 제일 정상적이었음 저집에서,2019-02-06 00:1,1,0
"근데 머  연출,각본이  다  개콘이야ㅋ ㅋ  ㅋ ㅋㅋ ㅋ 진짜   장난하네 ㅋ ㅋ ㅋ ㅋ",2019-02-06 00:1,0,0
조선생웃는거 첨봐,2019-02-06 00:1,0,0
김주영이 아니라 곽미향이 진짜 범인이었던거네 근데 곽미향은 너무 높은 위치에 있었던거같다 ㄹㅇ다 가진여자,2019-02-06 00:1,1,1
예빈이 핑계 대넼ㅋㅋㅌㅌ,2019-02-06 00:1,0,0
그래서 이드라마가 새드길 바람,2019-02-06 00:1,0,0
곽미향 파멸하먄 땡이지 더있나유? 또다른 곽미향😊😊,2019-02-06 00:1,0,0
예빈이느누,2019-02-06 00:1,0,0
곽미향도 죄가 있는데 ....곽미향 파멸해버리면,2019-02-06 00:1,0,1
아직도 OOO가 있네,2019-02-06 00:1,0,0
"마지막회가 특히  극사실주의라고 생각합니다.혜나 죽음은 금방 잊혀지죠. 그녀의죽음에 일조하고  악마의  미소를 짖던   갖은자,살아있는 자는  다시행복하게 사는거 ......넘나두 현실적",2019-02-06 00:1,1,3
죽은자는 말이없죠,2019-02-06 00:1,0,0
아빠보고 클럽 와달랰ㅋㅋㅋㅋ,2019-02-06 00:1,0,0
혜나죽고 다들 개과천선,2019-02-06 00:1,0,0
선율,2019-02-06 00:1,0,0
혜나를 죽이구 저렇게 해맑을수 있나? 곽미향,2019-02-06 00:1,0,1
혜나를 떠나 지네끼리 용서빌고 행복함,2019-02-06 00:1,0,0
어케 어린소녀를 그리 잔인하게 죽일수있는지 조선생이 죽인거였음싶음 넘슬퍼서여ㅠㅠㅠ,2019-02-06 00:1,0,1
훈훈한거는 짧게하고 그전내용을 좀 더 채우지,2019-02-06 00:1,0,0
혜나만 죽고 모두가 아무렇지 않게 행복해졌다는게 열받는 결말이란거잖아,2019-02-06 00:1,0,0
마지막회 저렇게 할거면,2019-02-06 00:1,0,0
혜나는 살려주던지 죽이질 말았어야지,2019-02-06 00:1,0,0
막화 너무 오글 다 너무착해졌어,2019-02-06 00:1,0,1
곽미향 벌받아야함,2019-02-06 00:1,0,1
제이티비2,2019-02-06 00:1,0,0
곽미향은 벌 받으야지,2019-02-06 00:1,0,1
어엉,2019-02-06 00:1,0,0
막회에 으.....,2019-02-06 00:1,0,0
JTBC2에서요,2019-02-06 00:1,0,0
사실주의까지 갓다가,2019-02-06 00:1,0,0
지금도 스카이 쭉 그거 틀어주고잇나여??,2019-02-06 00:1,0,0
드라마가 너무 극극극극현실주의가 되버림,2019-02-06 00:1,0,0
학교 남자쌤 이름 뭐죠?,2019-02-06 00:1,0,0
곽미향같은 인간도 있듯이,2019-02-06 00:1,0,0
차라리 시험지구기지 ㅋ ㅋ,2019-02-06 00:1,0,0
이수임같은 선생도 있겠죠,2019-02-06 00:1,0,0
남자쌤,2019-02-06 00:1,0,0
안경쓰고 기준이 서준이가 마지막에 시험지 날린,2019-02-06 00:1,0,0
그 선생 애들 단체 땡땅이 치는데 물어보지도 않았다고 뭐라하던뎈ㅋㅋㅋ,2019-02-06 00:1,0,0
네 여자쌤,2019-02-06 00:1,0,0
그 바른선생 말이죠?,2019-02-06 00:1,1,0
장난임,2019-02-06 00:1,0,0
강준상,2019-02-06 00:1,0,0
약점은 아니고 경비는 돈이었어요,2019-02-06 00:1,0,1
스카이캐슬 학교 담임선생님 이름 뭐죠?,2019-02-06 00:1,0,0
지금 저이티비씨투에서 스캐함,2019-02-06 00:1,0,0
킁킁,2019-02-06 00:0,0,0
경비에겐 도대체 무슨약점이 있었을까여? 돈때문이라는개 영 도박이라도한건지 ㅠ 조선생이 죽인게 차라리나을듯싶음 ㅠㅠ,2019-02-06 00:0,0,2
경비가 죽임,2019-02-06 00:0,0,1
근데 정말 경비가죽였을까여? 아무리생각해도 아무일없을거랗했잖냐던 대사와 조선생의과거가 참 찜찜함 ㅠ,2019-02-06 00:0,0,1
드림하잌ㅋㅋㅋ,2019-02-06 00:0,0,0
20화 대신 드림하이 굿,2019-02-06 00:0,0,1
하루에 7편씩 했어요,2019-02-06 00:0,0,0
내일 몇화부터 시작해요 ?,2019-02-06 00:0,0,1
같은 생각이심,2019-02-06 00:0,0,0
나리님 작가의 역량을 배우들이 그간 커버 해준걸로 밖에는 👍,2019-02-06 00:0,0,1
나리님 맞아요,2019-02-06 00:0,0,0
마지막화 안나오나요? 20화 대신 드림하이 나오네요,2019-02-06 00:0,0,2
혜나죽기전까지 긴장감에 딱  재밌었음 !!!헤나죽고 뭔가 내용전개가 산으로가는느낌  안타까웠음!!결말은 뻔하고 허무 ㅜㅜ  몇몇 주역들이 연기력으로 살렸네여 ㅋ,2019-02-06 00:0,0,1
그죠 저는 곽미향이 벌받는 새드엔딩을 원했는데 그거보고 납득 됐었어요,2019-02-06 00:0,0,1
"진짜결말 현실성,개연성 있는...",2019-02-06 00:0,0,0
그럼 드라마의 기획의도가 그대로 잘 전달되었을텐데요,2019-02-06 00:0,1,0
판타지가 아니라 진짜 결말,2019-02-06 00:0,0,0
마저요,2019-02-06 00:0,0,0
네티즌이 만든 마지막화가 더 그럴싸했음 ㅋㅋ,2019-02-06 00:0,0,1
20화를 보지 말것을...,2019-02-06 00:0,0,1
뒤통수 후려치는 반전 마지막회,2019-02-05 23:5,0,0
20화는 없는 화... 있으니만 못한 화 ㅋㅋ,2019-02-05 23:5,0,3
혜윤 보고싶다ㅠㅠ,2019-02-05 23:5,0,0
19화까지의 진정성이 날아가는 이 느낌 진정성님,2019-02-05 23:5,0,1
헤나는 좀 살려주지엄마도 슬프게 살다 죽여놓고,2019-02-05 23:5,0,1
안녕,2019-02-05 23:5,0,0
정애리 말하는 것두 너무 이해안됨 만두가게,2019-02-05 23:5,0,0
낚였다는 표현을 쓰고싶네요 저는,2019-02-05 23:5,0,0
20회  스카이 캔슬이네ㅡ진짜   장난하나  ㅋ ㅋ ㅋ  진정성없구.먼 개콘이야  ㅋ ㅋㅋ시청자를  웃기는건지  놀 리는건지  모르겠네.개웃김 ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋ,2019-02-05 23:5,1,0
강교수의 처신은 마음에 들어요,2019-02-05 23:5,0,0
그때 어느분이 예서랑 예빈이 엄마이고 살아온 정때문에 이혼 못한다하더니 그 말이 맞는거 같아요,2019-02-05 23:5,1,0
저두 저런 악질적인 여자랑 헤어지는게 낫지 않을까 생각했지만,2019-02-05 23:4,0,0
강준상 곽미향이랑 돌아섰어야함 그러면 사표안내고 회사 잘다녔을건데,2019-02-05 23:4,1,0
강준상 불쌍 사랑하던 여자를 곽미향의 넘겨짚은 말에 넘어가 놓치고 자신의 딸도 몰라보구 마지막엔 살릴기회마저 놓치고 죄책감에 사로잡히죠,2019-02-05 23:4,1,1
"#;#Let 'TALK(주제와 무관한 댓글,악플은 삭제죌수 있습니다.)",2019-02-05 23:4,0,1
강준상 불쌍하다,2019-02-05 23:4,0,1
오나라 에고,2019-02-05 23:4,0,0
강준상은 댓가를 치루는데 곽미향은 자신이 저지른 일들에 무슨 댓가를 치루는것인지...,2019-02-05 23:4,0,1
마지막회 우주공감안된다,2019-02-05 23:4,0,0
스카이캐슬 재방본거 또봐도 재밌네요,2019-02-05 23:3,0,0
16화 보는데 하....,2019-02-05 23:3,0,1
강준상이 병원에 사표내고 덤덤히 사직하는 모습은 매우 감동적이었요 모든걸 내던지는게 결코 쉽지않은 일이잖아요,2019-02-05 23:3,1,0
그렇겠죠,2019-02-05 23:3,0,0
예서가 멘탈이 붕괴되지 않았으면 유출 시험지들고 경찰서 가지 않았겠죠,2019-02-05 23:2,0,0
확실해요,2019-02-05 23:2,0,0
맞아요,2019-02-05 23:2,0,0
혜나 죽음에 도의적 책임이 있는 곽미향인데,2019-02-05 23:2,0,1
너무 애정하던 드라마라서 실망도 커아직도 여기서 이러구 있네요 ㅋㅋ,2019-02-05 23:2,1,1
20화 싫음,2019-02-05 23:2,0,1
20화 싫어짐,2019-02-05 23:2,0,1
20화 시작,2019-02-05 23:2,0,1
다시보는데 우주깜방 다시가야해.,2019-02-05 23:2,0,0
웬만하면 재방볼려구 햇는데 뭔가 낚인것 같고 20화로 인해 진정성이 옅어진거 같다,2019-02-05 23:2,0,0
막화 별루ㅜㅜ,2019-02-05 23:2,0,1
작가님스캐 보다 더 아마무시한 작품 기다릴게요사회적 파장 따윈 걱정마시고공포와 충격에서 시청자들이 헤어날 수 없게해주시옵서소~~~,2019-02-05 23:2,0,3
마지막회재방봅니다다보고자야ㅈㅣ,2019-02-05 23:2,0,0
19화까지만 본걸로 하고싶다,2019-02-05 23:2,0,1
드라마h에서 또하네 ㅋㅋ,2019-02-05 23:1,0,0
사람이 변해요?? ㅋㅋㅋ 갱 드라마는 드라마로 봐야하는 것 같아요. 낯설다. 죄다 갑작스레 착해지고 그래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2019-02-05 23:1,0,1
인생드라마! 결말도 난 괜찮던데희노애락을 느낄 수 있었어요!,2019-02-05 23:1,0,0
Jtbc2에서 19회하고 있어요. 끝부분이네요. 벌써,2019-02-05 23:0,0,0
혜나를 안 죽이고 얘길 풀어갈 수 없나 다시 정주행하면서도 아쉽긴 합니다.,2019-02-05 23:0,1,0
재방보려는데 처음 봤던 감흥이 안 사네요,2019-02-05 23:0,0,0
"해피엔딩을 할려면 헤나를 혼수상태로 두고마지막에 깨어나게 해야지,혹만떼어주고 곽먕 행복길로 인도...에라이",2019-02-05 22:5,1,0
ㅎㅇ,2019-02-05 22:5,0,0
슬프넹ㅠ,2019-02-05 22:5,0,1
사람처럼 드라마도 제 발등을 찍는 구나!,2019-02-05 22:5,0,0
넘재밌게보다 마지막화에 뜨악했네요. 피피엘은 글타치고 갑자기 다들 착해져서 당황ㅡㅡ사람쉽게안바뀌는데 심하게 화기애애 급짜식햇음..19화를 막화로 생각해야겠어요,2019-02-05 22:4,1,5
드라마 잘 봤어요. 내도 자식 키우지만 공부가 제일 싫다고 하네요 언젠가는하겠지하고 기다림으로  자식이 행복했으면 좋겠어요,2019-02-05 22:4,1,1
"스케 감독님 진짜 최고다.  막장스토리를  명품으로 만든  연출력 ,연기자들의  명품 연기.근데 20화  으잉?  20화 스토리때메  감독님  의욕상실 ?ㅋ ㅋ ㅋ ㅋ 개연성  와르르.",2019-02-05 22:3,1,2
ㅜㅜ지금도 막화까지 보는데 너무아쉬워요,2019-02-05 22:3,0,1
스캐2나왔으면,2019-02-05 22:3,0,0
너무 억울하게 죽음 이용만 당하다가,2019-02-05 22:3,0,2
혜나 개불쌍ㅠㅠㅠㅠㅠ갑자기 뜬금없게 떨어져서 죽음ㅠㅠ,2019-02-05 22:3,0,1
헐ᆢ나쁜여자넹ㅋ,2019-02-05 22:2,0,1
나쁜년 그들이 니딸을 글케만든게 아니잖아,2019-02-05 22:2,0,1
으아앙,2019-02-05 22:0,0,0
서준아 연모한다,2019-02-05 21:4,0,0
JTBC2,2019-02-05 21:3,0,0
다시보는데 넘 웃긴게 혜나죽을때 상황을 디테일하게 보여주지도않고 그냥 김주영이 죽였다 말로 설명끝ㅠ 그이윤 알꺼같다 그 경비가 우주후드티입구 죽이는 정황이 현실적으로 타이밍맞추기가 힘들거든 암튼 시청자 자극하기위해 억지로 혜나를 죽임,2019-02-05 21:3,0,4
ㅈ도 재미없는거 왜봄,2019-02-05 21:2,0,0
